date,home_team,away_team,team_goals,player_team,own_goal,minute,player,assist1,assist2,OTgoal,ETgoal
"5/16/96","New York Red Bulls","Colorado Rapids","New York Red Bulls","New York Red Bulls","FALSE",75,"Giovanni Savarese","","",0,0
"6/8/96","Tampa Bay Mutiny","Colorado Rapids","Tampa Bay Mutiny","Tampa Bay Mutiny","FALSE",82,"Martin Vasquez","","",0,0
"8/25/96","San Jose Earthquakes","Colorado Rapids","San Jose Earthquakes","San Jose Earthquakes","FALSE",1,"Eduardo Espinoza","John Doyle","Eric Wynalda",0,0
"6/19/96","Columbus Crew","Colorado Rapids","Colorado Rapids","Colorado Rapids","FALSE",48,"Marcelo Balboa","","",0,0
"7/27/96","FC Dallas","Colorado Rapids","FC Dallas","FC Dallas","FALSE",64,"Hugo Sanchez","","",0,0
"5/19/96","Columbus Crew","Colorado Rapids","Colorado Rapids","Colorado Rapids","FALSE",49,"Shaun Bartlett","","",0,0
"5/25/96","New England Revolution","Colorado Rapids","Colorado Rapids","Colorado Rapids","FALSE",76,"Roy Wegerle","Shaun Bartlett","Richard Sharpe",0,0
"9/21/96","D.C. United","Colorado Rapids","D.C. United","D.C. United","FALSE",32,"Shawn Medved","Richie Williams","",0,0
"7/10/96","Sporting Kansas City","Colorado Rapids","Sporting Kansas City","Sporting Kansas City","FALSE",82,"Uche Okafor","Digital Takawira","Mark Chung",0,0
"5/19/96","Columbus Crew","Colorado Rapids","Colorado Rapids","Colorado Rapids","FALSE",80,"Marcelo Balboa","Roy Wegerle","",0,0
"5/19/96","Columbus Crew","Colorado Rapids","Colorado Rapids","Colorado Rapids","FALSE",88,"Richard Sharpe","Shaun Bartlett","Chris Henderson",0,0
"9/21/96","D.C. United","Colorado Rapids","D.C. United","D.C. United","FALSE",27,"Raul Diaz Arce","David Vaudreuil","",0,0
"8/16/96","New England Revolution","Colorado Rapids","New England Revolution","New England Revolution","FALSE",28,"Joe-Max Moore","Alberto Naveda","",0,0
"6/19/96","Columbus Crew","Colorado Rapids","Columbus Crew","Columbus Crew","FALSE",31,"Billy Thompson","Adriíçn Paz","",0,0
"8/3/96","Tampa Bay Mutiny","Colorado Rapids","Colorado Rapids","Colorado Rapids","FALSE",85,"Jean Harbor","Scott Benedetti","",0,0
"6/15/96","FC Dallas","Colorado Rapids","Colorado Rapids","Colorado Rapids","FALSE",1,"Jean Harbor","Richard Sharpe","",0,0
"6/26/96","LA Galaxy","Colorado Rapids","LA Galaxy","LA Galaxy","FALSE",89,"Eduardo Hurtado","Mauricio Cienfuegos","",0,0
"5/8/96","San Jose Earthquakes","Colorado Rapids","San Jose Earthquakes","San Jose Earthquakes","FALSE",35,"Jeff Baicher","Eric Wynalda","Paul Bravo",0,0
"9/21/96","D.C. United","Colorado Rapids","Colorado Rapids","Colorado Rapids","FALSE",90,"Chris Henderson","Felipe Rodriguez","",0,0
"6/26/96","LA Galaxy","Colorado Rapids","LA Galaxy","LA Galaxy","FALSE",31,"Eduardo Hurtado","Harut Karapetyan","",0,0
"5/25/96","New England Revolution","Colorado Rapids","New England Revolution","New England Revolution","FALSE",68,"Geoff Aunger","","",0,0
"5/19/96","Columbus Crew","Colorado Rapids","Columbus Crew","Columbus Crew","FALSE",27,"Brian McBride","Billy Thompson","",0,0
"5/19/96","Columbus Crew","Colorado Rapids","Columbus Crew","Columbus Crew","FALSE",42,"Doctor Khumalo","","",0,0
"8/3/96","Tampa Bay Mutiny","Colorado Rapids","Tampa Bay Mutiny","Tampa Bay Mutiny","FALSE",65,"Roy Lassiter","Carlos Valderrama","",0,0
"6/19/96","Columbus Crew","Colorado Rapids","Colorado Rapids","Colorado Rapids","FALSE",44,"Steve Trittschuh","Roy Wegerle","",0,0
"5/25/96","New England Revolution","Colorado Rapids","New England Revolution","New England Revolution","FALSE",47,"Alberto Naveda","","",0,0
"6/26/96","LA Galaxy","Colorado Rapids","LA Galaxy","LA Galaxy","FALSE",21,"Eduardo Hurtado","","",0,0
"8/3/96","Tampa Bay Mutiny","Colorado Rapids","Tampa Bay Mutiny","Tampa Bay Mutiny","FALSE",8,"Roy Lassiter","Adam Frye","Ivan McKinley",0,0
"8/16/96","New England Revolution","Colorado Rapids","New England Revolution","New England Revolution","FALSE",89,"Joe-Max Moore","Alberto Naveda","",0,0
"5/8/96","San Jose Earthquakes","Colorado Rapids","San Jose Earthquakes","San Jose Earthquakes","FALSE",37,"Paul Bravo","","",0,0
"7/10/96","Sporting Kansas City","Colorado Rapids","Sporting Kansas City","Sporting Kansas City","FALSE",55,"Frank Klopas","Preki","",0,0
"5/8/96","San Jose Earthquakes","Colorado Rapids","Colorado Rapids","Colorado Rapids","FALSE",2,"Marcelo Balboa","Chris Henderson","",0,0
"5/25/96","New England Revolution","Colorado Rapids","Colorado Rapids","Colorado Rapids","FALSE",88,"Jean Harbor","Chris Henderson","",0,0
"6/8/96","Tampa Bay Mutiny","Colorado Rapids","Tampa Bay Mutiny","Tampa Bay Mutiny","FALSE",20,"Diego Viera","Martin Vasquez","",0,0
"7/27/96","FC Dallas","Colorado Rapids","FC Dallas","FC Dallas","FALSE",53,"Leonel Alvarez","Hugo Síçnchez","",0,0
"4/13/96","Sporting Kansas City","Colorado Rapids","Sporting Kansas City","Sporting Kansas City","FALSE",71,"Vitalis Takawira","Mark Chung","",0,0
"8/3/96","Tampa Bay Mutiny","Colorado Rapids","Tampa Bay Mutiny","Tampa Bay Mutiny","FALSE",70,"Roy Lassiter","Carlos Valderrama","",0,0
"4/13/96","Sporting Kansas City","Colorado Rapids","Sporting Kansas City","Sporting Kansas City","FALSE",77,"Frank Klopas","","",0,0
"5/16/96","New York Red Bulls","Colorado Rapids","New York Red Bulls","New York Red Bulls","FALSE",30,"Giovanni Savarese","","",0,0
"6/8/96","Tampa Bay Mutiny","Colorado Rapids","Colorado Rapids","Colorado Rapids","FALSE",74,"Jean Harbor","","",0,0
"7/27/96","FC Dallas","Colorado Rapids","FC Dallas","FC Dallas","FALSE",78,"Gerell Elliott","Diego Soí±ora","",0,0
"5/16/96","New York Red Bulls","Colorado Rapids","New York Red Bulls","New York Red Bulls","FALSE",11,"Giovanni Savarese","","",0,0
"3/29/97","Columbus Crew","Colorado Rapids","Columbus Crew","Columbus Crew","FALSE",79,"Pete Marino","Marcelo Carrera","",0,0
"8/31/97","FC Dallas","Colorado Rapids","Colorado Rapids","Colorado Rapids","FALSE",71,"Steve Trittschuh","Adriíçn Paz","",0,0
"8/31/97","FC Dallas","Colorado Rapids","FC Dallas","FC Dallas","FALSE",76,"Jason Kreis","","",0,0
"4/20/97","FC Dallas","Colorado Rapids","FC Dallas","FC Dallas","FALSE",25,"Dante Washington","Gerell Elliott","Temoc Suarez",0,0
"4/20/97","FC Dallas","Colorado Rapids","FC Dallas","FC Dallas","FALSE",57,"Gerell Elliott","Dante Washington","",0,0
"9/28/97","San Jose Earthquakes","Colorado Rapids","San Jose Earthquakes","San Jose Earthquakes","FALSE",87,"Shawn Medved","Arnold Cruz","Tim Martin",0,0
"7/13/97","New York Red Bulls","Colorado Rapids","New York Red Bulls","New York Red Bulls","FALSE",63,"Tab Ramos","Antony de í?vila","",0,0
"7/13/97","New York Red Bulls","Colorado Rapids","Colorado Rapids","Colorado Rapids","FALSE",75,"Sean Henderson","Peter Vermes","Adriíçn Paz",0,0
"6/7/97","D.C. United","Colorado Rapids","D.C. United","D.C. United","FALSE",31,"Tony Sanneh","John Harkes","",0,0
"8/31/97","FC Dallas","Colorado Rapids","FC Dallas","FC Dallas","FALSE",67,"Dante Washington","Daniel Peinado","",0,0
"9/28/97","San Jose Earthquakes","Colorado Rapids","Colorado Rapids","Colorado Rapids","FALSE",67,"Marcelo Balboa","Chris Henderson","Tote Castaneda",0,0
"9/10/97","LA Galaxy","Colorado Rapids","LA Galaxy","LA Galaxy","FALSE",86,"Cobi Jones","Danny Pena","",0,0
"6/15/97","Columbus Crew","Colorado Rapids","Colorado Rapids","Colorado Rapids","FALSE",89,"Roy Wegerle","Chris Henderson","",0,0
"6/7/97","D.C. United","Colorado Rapids","D.C. United","D.C. United","FALSE",83,"Jesse Marsch","David Vaudreuil","",0,0
"7/13/97","New York Red Bulls","Colorado Rapids","New York Red Bulls","New York Red Bulls","FALSE",11,"Antony de Avila","Manny Lagos","Tab Ramos",0,0
"9/26/97","Sporting Kansas City","Colorado Rapids","Sporting Kansas City","Sporting Kansas City","FALSE",54,"Preki","Digital Takawira","",0,0
"6/7/97","D.C. United","Colorado Rapids","D.C. United","D.C. United","FALSE",28,"John Harkes","","",0,0
"8/2/97","D.C. United","Colorado Rapids","D.C. United","D.C. United","FALSE",53,"Roy Wegerle","John Maessner","",0,0
"4/18/97","LA Galaxy","Colorado Rapids","LA Galaxy","LA Galaxy","FALSE",67,"Welton","Mauricio Cienfuegos","Chris Armas",0,0
"4/20/97","FC Dallas","Colorado Rapids","Colorado Rapids","Colorado Rapids","FALSE",73,"Chris Henderson","","",0,0
"5/10/97","Tampa Bay Mutiny","Colorado Rapids","Tampa Bay Mutiny","Tampa Bay Mutiny","FALSE",71,"Steve Ralston","Carlos Valderrama","",0,0
"9/26/97","Sporting Kansas City","Colorado Rapids","Sporting Kansas City","Sporting Kansas City","FALSE",62,"Vitalis Takawira","Mo Johnston","Preki",0,0
"7/13/97","New York Red Bulls","Colorado Rapids","New York Red Bulls","New York Red Bulls","FALSE",84,"Tab Ramos","Antony de í?vila","",0,0
"3/29/97","Columbus Crew","Colorado Rapids","Colorado Rapids","Colorado Rapids","FALSE",39,"Steve Trittschuh","Adriíçn Paz","",0,0
"9/26/97","Sporting Kansas City","Colorado Rapids","Sporting Kansas City","Sporting Kansas City","FALSE",17,"Mo Johnston","","",0,0
"6/7/97","D.C. United","Colorado Rapids","D.C. United","D.C. United","FALSE",55,"Clint Peay","John Maessner","David Vaudreuil",0,0
"4/26/97","New England Revolution","Colorado Rapids","New England Revolution","New England Revolution","FALSE",14,"Joe-Max Moore","","",0,0
"7/25/97","San Jose Earthquakes","Colorado Rapids","San Jose Earthquakes","San Jose Earthquakes","FALSE",8,"Christopher Sullivan","Shawn Medved","Rí_nald Cerritos",0,0
"6/13/97","New York Red Bulls","Colorado Rapids","New York Red Bulls","New York Red Bulls","FALSE",16,"Giovanni Savarese","Antony de í?vila","Braeden Cloutier",0,0
"8/2/97","D.C. United","Colorado Rapids","D.C. United","D.C. United","FALSE",26,"Raul Diaz Arce","Ben Iroha","Jaime Moreno",0,0
"8/2/97","D.C. United","Colorado Rapids","Colorado Rapids","Colorado Rapids","FALSE",10,"Chris Henderson","Marcus Hahnemann","Paul Bravo",0,0
"9/26/97","Sporting Kansas City","Colorado Rapids","Sporting Kansas City","Sporting Kansas City","FALSE",42,"Matt McKeon","Preki","",0,0
"4/18/97","LA Galaxy","Colorado Rapids","Colorado Rapids","Colorado Rapids","FALSE",49,"Chris Henderson","Adriíçn Paz","",0,0
"8/31/97","FC Dallas","Colorado Rapids","FC Dallas","FC Dallas","FALSE",35,"Dante Washington","Jason Kreis","",0,0
"4/26/97","New England Revolution","Colorado Rapids","Colorado Rapids","Colorado Rapids","FALSE",90,"Peter Vermes","Chris Henderson","",0,0
"9/10/97","LA Galaxy","Colorado Rapids","LA Galaxy","LA Galaxy","FALSE",6,"Chris Armas","Cobi Jones","",0,0
"6/13/97","New York Red Bulls","Colorado Rapids","Colorado Rapids","Colorado Rapids","FALSE",54,"Peter Vermes","Paul Bravo","David Patií±o",0,0
"8/28/97","Sporting Kansas City","Colorado Rapids","Sporting Kansas City","Sporting Kansas City","FALSE",53,"Preki","Mark Chung","",0,0
"9/26/97","Sporting Kansas City","Colorado Rapids","Sporting Kansas City","Sporting Kansas City","FALSE",64,"Mo Johnston","","",0,0
"9/28/97","San Jose Earthquakes","Colorado Rapids","Colorado Rapids","Colorado Rapids","FALSE",35,"Paul Bravo","","",0,0
"6/15/97","Columbus Crew","Colorado Rapids","Colorado Rapids","Colorado Rapids","FALSE",41,"Paul Bravo","","",0,0
"4/18/97","LA Galaxy","Colorado Rapids","LA Galaxy","LA Galaxy","FALSE",60,"Eduardo Hurtado","Mauricio Cienfuegos","",0,0
"8/2/97","D.C. United","Colorado Rapids","Colorado Rapids","Colorado Rapids","FALSE",61,"David Patino","Adriíçn Paz","Tahj Jakins",0,0
"7/13/97","New York Red Bulls","Colorado Rapids","New York Red Bulls","New York Red Bulls","FALSE",80,"Antony de Avila","Brian Bliss","Miles Joseph",0,0
"6/13/97","New York Red Bulls","Colorado Rapids","Colorado Rapids","Colorado Rapids","FALSE",11,"Sean Henderson","Chris Henderson","Ross Paule",0,0
"6/7/97","D.C. United","Colorado Rapids","D.C. United","D.C. United","FALSE",66,"Richie Williams","Kris Kelderman","",0,0
"8/31/97","FC Dallas","Colorado Rapids","FC Dallas","FC Dallas","FALSE",31,"Jason Kreis","","",0,0
"5/10/97","Tampa Bay Mutiny","Colorado Rapids","Colorado Rapids","Colorado Rapids","FALSE",56,"Steve Trittschuh","Peter Vermes","Adriíçn Paz",0,0
"4/20/97","FC Dallas","Colorado Rapids","FC Dallas","FC Dallas","FALSE",49,"Temoc Suarez","Dante Washington","",0,0
"9/26/97","Sporting Kansas City","Colorado Rapids","Colorado Rapids","Colorado Rapids","FALSE",49,"Marcelo Balboa","Adriíçn Paz","",0,0
"4/20/97","FC Dallas","Colorado Rapids","FC Dallas","FC Dallas","FALSE",77,"Dante Washington","","",0,0
"9/28/97","San Jose Earthquakes","Colorado Rapids","Colorado Rapids","Colorado Rapids","FALSE",53,"Peter Vermes","","",0,0
"9/26/97","Sporting Kansas City","Colorado Rapids","Colorado Rapids","Colorado Rapids","FALSE",28,"Chris Henderson","Peter Vermes","",0,0
"7/25/97","San Jose Earthquakes","Colorado Rapids","Colorado Rapids","Colorado Rapids","FALSE",41,"David Patino","Paul Bravo","",0,0
"5/10/97","Tampa Bay Mutiny","Colorado Rapids","Tampa Bay Mutiny","Tampa Bay Mutiny","FALSE",90,"Steve Ralston","Marco Ferruzzi","Carlos Valderrama",0,0
"6/13/97","New York Red Bulls","Colorado Rapids","Colorado Rapids","Colorado Rapids","FALSE",69,"Ross Paule","Paul Bravo","Wolde Harris",0,0
"7/25/97","San Jose Earthquakes","Colorado Rapids","Colorado Rapids","Colorado Rapids","FALSE",2,"Steve Trittschuh","Chris Henderson","",0,0
"5/6/98","LA Galaxy","Colorado Rapids","LA Galaxy","LA Galaxy","FALSE",57,"Welton","","",0,0
"9/13/98","Chicago Fire","Colorado Rapids","Chicago Fire","Chicago Fire","FALSE",27,"Josh Wolff","Peter Nowak","Diego Gutií©rrez",0,0
"5/23/98","Chicago Fire","Colorado Rapids","Chicago Fire","Chicago Fire","FALSE",57,"Roman Kosecki","Jerzy Podbro?_ny","",0,0
"5/16/98","FC Dallas","Colorado Rapids","FC Dallas","FC Dallas","FALSE",12,"Dante Washington","","",0,0
"5/6/98","LA Galaxy","Colorado Rapids","LA Galaxy","LA Galaxy","FALSE",53,"Cobi Jones","Welton Melo","",0,0
"5/6/98","LA Galaxy","Colorado Rapids","LA Galaxy","LA Galaxy","FALSE",27,"Cobi Jones","Clint Mathis","",0,0
"5/6/98","LA Galaxy","Colorado Rapids","LA Galaxy","LA Galaxy","FALSE",73,"Welton","","",0,0
"3/28/98","San Jose Earthquakes","Colorado Rapids","Colorado Rapids","Colorado Rapids","FALSE",11,"Waldir","Adriíçn Paz","Paul Bravo",0,0
"4/11/98","D.C. United","Colorado Rapids","Colorado Rapids","Colorado Rapids","FALSE",39,"Marcelo Balboa","","",0,0
"7/19/98","Sporting Kansas City","Colorado Rapids","Sporting Kansas City","Sporting Kansas City","FALSE",54,"Ryan Tinsley","","",0,0
"9/13/98","Chicago Fire","Colorado Rapids","Chicago Fire","Chicago Fire","FALSE",15,"Ante Razov","Diego Gutií©rrez","Josh Wolff",0,0
"7/29/98","New England Revolution","Colorado Rapids","Colorado Rapids","Colorado Rapids","FALSE",84,"Wolde Harris","Henderson","",0,0
"7/25/98","Tampa Bay Mutiny","Colorado Rapids","Tampa Bay Mutiny","Tampa Bay Mutiny","FALSE",63,"Alan Prampin","Jorge Salcedo","Roy Wegerle",0,0
"5/23/98","Chicago Fire","Colorado Rapids","Chicago Fire","Chicago Fire","FALSE",55,"Jerzy Podbrozny","Peter Nowak","Ante Razov",0,0
"8/29/98","San Jose Earthquakes","Colorado Rapids","Colorado Rapids","Colorado Rapids","FALSE",46,"Marquis White","David Vaudreuil","Paul Bravo",0,0
"8/8/98","Sporting Kansas City","Colorado Rapids","Sporting Kansas City","Sporting Kansas City","FALSE",90,"Paul Wright","Mark Chung","",0,0
"9/16/98","Columbus Crew","Colorado Rapids","Columbus Crew","Columbus Crew","FALSE",63,"Stern John","","",0,0
"5/2/98","Miami Fusion","Colorado Rapids","Miami Fusion","Miami Fusion","FALSE",52,"David Vaudreuil","Diego Serna","",0,0
"5/23/98","Chicago Fire","Colorado Rapids","Chicago Fire","Chicago Fire","FALSE",86,"Josh Wolff","Lubo?ç Kubí_k","",0,0
"7/29/98","New England Revolution","Colorado Rapids","Colorado Rapids","Colorado Rapids","FALSE",66,"Paul Bravo","Chris Martinez","Ross Paule",0,0
"9/13/98","Chicago Fire","Colorado Rapids","Chicago Fire","Chicago Fire","FALSE",12,"Josh Wolff","Jerzy Podbro?_ny","Peter Nowak",0,0
"7/19/98","Sporting Kansas City","Colorado Rapids","Sporting Kansas City","Sporting Kansas City","FALSE",58,"Paul Wright","Mark Chung","Scott Uderitz",0,0
"5/23/98","Chicago Fire","Colorado Rapids","Chicago Fire","Chicago Fire","FALSE",51,"Ante Razov","Lubo?ç Kubí_k","",0,0
"4/11/98","D.C. United","Colorado Rapids","D.C. United","D.C. United","FALSE",53,"Jaime Moreno","Marco Etcheverry","Brian Kamler",0,0
"5/2/98","Miami Fusion","Colorado Rapids","Colorado Rapids","Colorado Rapids","FALSE",77,"Wolde Harris","Jason Boyce","",0,0
"4/11/98","D.C. United","Colorado Rapids","Colorado Rapids","Colorado Rapids","FALSE",72,"Peter Vermes","Marcelo Balboa","Adriíçn Paz",0,0
"3/28/98","San Jose Earthquakes","Colorado Rapids","San Jose Earthquakes","San Jose Earthquakes","FALSE",74,"Eric Wynalda","","",0,0
"5/6/98","LA Galaxy","Colorado Rapids","LA Galaxy","LA Galaxy","FALSE",84,"Mauricio Cienfuegos","","",0,0
"8/29/98","San Jose Earthquakes","Colorado Rapids","Colorado Rapids","Colorado Rapids","FALSE",25,"Peter Vermes","Steve Trittschuh","Ross Paule",0,0
"6/18/98","LA Galaxy","Colorado Rapids","LA Galaxy","LA Galaxy","FALSE",60,"Mauricio Cienfuegos","","",0,0
"5/6/98","LA Galaxy","Colorado Rapids","Colorado Rapids","Colorado Rapids","FALSE",87,"Waldir","Ross Paule","Adriíçn Paz",0,0
"3/28/98","San Jose Earthquakes","Colorado Rapids","Colorado Rapids","Colorado Rapids","FALSE",64,"Marquis White","Ross Paule","Paul Bravo",0,0
"8/18/98","New York Red Bulls","Colorado Rapids","New York Red Bulls","New York Red Bulls","FALSE",89,"Giovanni Savarese","Arley Palacios","Tab Ramos",0,0
"7/25/98","Tampa Bay Mutiny","Colorado Rapids","Colorado Rapids","Colorado Rapids","FALSE",56,"Paul Bravo","Chris Martinez","Adriíçn Paz",0,0
"7/29/98","New England Revolution","Colorado Rapids","New England Revolution","New England Revolution","FALSE",35,"Raul Diaz Arce","Imad Baba","",0,0
"4/11/98","D.C. United","Colorado Rapids","D.C. United","D.C. United","FALSE",45,"Marco Etcheverry","","",0,0
"4/11/98","D.C. United","Colorado Rapids","Colorado Rapids","Colorado Rapids","FALSE",83,"Wolde Harris","","",0,0
"3/21/98","FC Dallas","Colorado Rapids","Colorado Rapids","Colorado Rapids","FALSE",27,"Paul Bravo","","",0,0
"8/8/98","Sporting Kansas City","Colorado Rapids","Sporting Kansas City","Sporting Kansas City","FALSE",71,"Mo Johnston","Preki","Mark Chung",0,0
"5/2/98","Miami Fusion","Colorado Rapids","Miami Fusion","Miami Fusion","FALSE",65,"David Vaudreuil","Kris Kelderman","",0,0
"5/6/98","LA Galaxy","Colorado Rapids","LA Galaxy","LA Galaxy","FALSE",5,"Mauricio Cienfuegos","Martí_n Machí_n","Clint Mathis",0,0
"8/18/98","New York Red Bulls","Colorado Rapids","New York Red Bulls","New York Red Bulls","FALSE",49,"Eduardo Hurtado","Giovanni Savarese","Marcelo Vega",0,0
"7/29/98","New England Revolution","Colorado Rapids","Colorado Rapids","Colorado Rapids","FALSE",3,"Marcelo Balboa","Henderson","",0,0
"6/18/98","LA Galaxy","Colorado Rapids","LA Galaxy","LA Galaxy","FALSE",85,"Mauricio Cienfuegos","Ezra Hendrickson","Carlos Hermosillo",0,0
"8/29/98","San Jose Earthquakes","Colorado Rapids","San Jose Earthquakes","San Jose Earthquakes","FALSE",75,"Francisco Uribe","Wade Barrett","Rí_nald Cerritos",0,0
"5/23/98","Chicago Fire","Colorado Rapids","Chicago Fire","Chicago Fire","FALSE",21,"C.J. Brown","Peter Nowak","",0,0
"5/6/98","LA Galaxy","Colorado Rapids","LA Galaxy","LA Galaxy","FALSE",24,"Cobi Jones","Clint Mathis","Welton Melo",0,0
"3/28/98","San Jose Earthquakes","Colorado Rapids","San Jose Earthquakes","San Jose Earthquakes","FALSE",87,"Lawrence Lozzano","Victor Mella","",0,0
"7/19/98","Sporting Kansas City","Colorado Rapids","Sporting Kansas City","Sporting Kansas City","FALSE",24,"Preki","","",0,0
"5/2/98","Miami Fusion","Colorado Rapids","Colorado Rapids","Colorado Rapids","FALSE",90,"Marquinho","","",0,0
"5/2/98","Miami Fusion","Colorado Rapids","Miami Fusion","Miami Fusion","FALSE",41,"Dan Stebbins","Carlos Valderrama","",0,0
"9/16/98","Columbus Crew","Colorado Rapids","Colorado Rapids","Colorado Rapids","FALSE",89,"Wolde Harris","","",0,0
"5/6/98","LA Galaxy","Colorado Rapids","Colorado Rapids","Colorado Rapids","FALSE",7,"Paul Bravo","Chris Henderson","Wolde Harris",0,0
"8/8/98","Sporting Kansas City","Colorado Rapids","Sporting Kansas City","Sporting Kansas City","FALSE",87,"Mo Johnston","","",0,0
"5/6/98","LA Galaxy","Colorado Rapids","Colorado Rapids","Colorado Rapids","FALSE",90,"Waldir","","",0,0
